Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina grande,1890,0,89,93.76768149629854,65.76058299833676,417.8932510003506,1078664.0,6.300854379395697,0.0,89,97,100,100,120,130,150,200,420,420,420
,Aggregated,1890,0,89,93.76768149629854,65.76058299833676,417.8932510003506,1078664.0,6.300854379395697,0.0,89,97,100,100,120,130,150,200,420,420,420
