Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina pequena,18221,0,89,122.76422083738024,35.655166999276844,2701.2590850008564,85279.0,60.74360552440267,0.0,89,110,130,140,180,230,410,710,2500,2700,2700
,Aggregated,18221,0,89,122.76422083738024,35.655166999276844,2701.2590850008564,85279.0,60.74360552440267,0.0,89,110,130,140,180,230,410,710,2500,2700,2700
