Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina media,17472,0,170,194.96979877941465,56.16150000059861,1087.355708999894,523285.0,58.2398839174677,0.0,170,200,220,230,280,360,530,650,880,1000,1100
,Aggregated,17472,0,170,194.96979877941465,56.16150000059861,1087.355708999894,523285.0,58.2398839174677,0.0,170,200,220,230,280,360,530,650,880,1000,1100
