Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina media,17381,0,170,203.9391184019242,54.635333000987885,2181.402584999887,523285.0,57.93042640703003,0.0,170,200,230,250,320,400,550,710,1800,2200,2200
,Aggregated,17381,0,170,203.9391184019242,54.635333000987885,2181.402584999887,523285.0,57.93042640703003,0.0,170,200,230,250,320,400,550,710,1800,2200,2200
