Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina pequena,1300,0,51,55.146157680785386,34.47658400000364,150.77104199917812,85279.0,6.39881498808501,0.0,51,59,66,69,73,80,87,110,150,150,150
,Aggregated,1300,0,51,55.146157680785386,34.47658400000364,150.77104199917812,85279.0,6.39881498808501,0.0,51,59,66,69,73,80,87,110,150,150,150
