Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina pequena,25449,4997,3500,7791.369611887585,19.43020799990336,51631.91277400074,69011.50595308264,84.73533724552837,16.638079304330436,3500,4400,5200,6100,31000,37000,44000,47000,50000,51000,52000
,Aggregated,25449,4997,3500,7791.369611887585,19.43020799990336,51631.91277400074,69011.50595308264,84.73533724552837,16.638079304330436,3500,4400,5200,6100,31000,37000,44000,47000,50000,51000,52000
