Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina media,1898,0,74,78.52940706583482,53.59779200080084,338.59141699940665,523285.0,6.3287212898655865,0.0,74,82,88,91,99,110,120,170,290,340,340
,Aggregated,1898,0,74,78.52940706583482,53.59779200080084,338.59141699940665,523285.0,6.3287212898655865,0.0,74,82,88,91,99,110,120,170,290,340,340
