Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina media,17392,0,170,203.56701247458514,55.033750000802684,3613.426083999002,523285.0,57.96217414333602,0.0,170,210,230,250,320,410,540,660,2800,3600,3600
,Aggregated,17392,0,170,203.56701247458514,55.033750000802684,3613.426083999002,523285.0,57.96217414333602,0.0,170,210,230,250,320,410,540,660,2800,3600,3600
