Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina grande,16494,1778,2600,11872.460170823711,68.00304200078244,128393.47693499803,962405.5020007276,54.90999426430171,5.919120274155961,2600,3100,3500,4100,60000,63000,79000,120000,128000,128000,128000
,Aggregated,16494,1778,2600,11872.460170823711,68.00304200078244,128393.47693499803,962405.5020007276,54.90999426430171,5.919120274155961,2600,3100,3500,4100,60000,63000,79000,120000,128000,128000,128000
