Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina media,1910,0,75,78.9395727361183,54.297917000440066,269.04929199918115,523285.0,6.366847067831762,0.0,75,82,88,91,99,110,130,160,270,270,270
,Aggregated,1910,0,75,78.9395727361183,54.297917000440066,269.04929199918115,523285.0,6.366847067831762,0.0,75,82,88,91,99,110,130,160,270,270,270
