Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina grande,1884,0,88,92.86933013485813,65.45154200284742,426.245458998892,1078664.0,6.281906092311726,0.0,88,96,100,100,110,120,150,220,420,430,430
,Aggregated,1884,0,88,92.86933013485813,65.45154200284742,426.245458998892,1078664.0,6.281906092311726,0.0,88,96,100,100,110,120,150,220,420,430,430
