Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina pequena,1930,0,52,56.85908096996224,35.37687499920139,352.3707500007731,85279.0,6.434194247123423,0.0,52,60,65,68,73,80,91,110,340,350,350
,Aggregated,1930,0,52,56.85908096996224,35.37687499920139,352.3707500007731,85279.0,6.434194247123423,0.0,52,60,65,68,73,80,91,110,340,350,350
