Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina grande,19296,9555,2400,10293.321496976298,0.30583300031139515,157313.60586400115,544824.6139614428,64.26304736333667,31.8217981735428,2400,5700,7600,9200,38000,58000,96000,114000,128000,157000,157000
,Aggregated,19296,9555,2400,10293.321496976298,0.30583300031139515,157313.60586400115,544824.6139614428,64.26304736333667,31.8217981735428,2400,5700,7600,9200,38000,58000,96000,114000,128000,157000,157000
