Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,pagina media,20911,4186,4400,9794.457520105105,38.48633400048129,51610.63956500038,419019.5490889962,69.6325727968308,13.939168367248516,4400,5400,6500,8100,38000,42000,45000,46000,49000,50000,52000
,Aggregated,20911,4186,4400,9794.457520105105,38.48633400048129,51610.63956500038,419019.5490889962,69.6325727968308,13.939168367248516,4400,5400,6500,8100,38000,42000,45000,46000,49000,50000,52000
